institution_id,n_patients,Age_mean,Age_std,ALB_mean,ALB_std,ALP_mean,ALP_std,AST_mean,AST_std,BIL_mean,BIL_std,CHE_mean,CHE_std,CHOL_mean,CHOL_std,CREA_mean,CREA_std,CGT_mean,CGT_std,PROT_mean,PROT_std,ALT_mean,ALT_std,Sex_mode,target_rate,target_std
INST_1,21,47.095238095238095,9.374992063488705,40.785714285714285,5.718940960902265,66.1842105263158,25.193280919895525,33.96190476190476,27.78925109085303,10.095238095238095,9.267981235979937,8.236190476190476,2.206756615919563,5.583809523809524,1.2773741667595917,75.12857142857143,11.64461862222816,30.06190476190476,22.095621199470184,72.41428571428571,5.164909071250502,37.542857142857144,53.35983106634213,m,0.14285714285714285,0.35856858280031806
INST_10,21,46.142857142857146,9.045914626425095,42.285714285714285,4.762592331313455,63.80500000000001,20.06259874545301,34.166666666666664,19.525683940219185,9.638095238095238,5.227473212793749,7.986666666666666,1.9744729254495574,5.37952380952381,1.0524137788459262,77.0904761904762,11.658469228929874,42.45238095238095,43.670729545630664,73.34761904761905,5.514491730669204,33.833333333333336,34.32377213147374,m,0.19047619047619047,0.40237390808147816
INST_11,21,47.857142857142854,9.210242745366239,42.76190476190476,6.1670476072814795,69.62,28.509935479629405,50.352380952380955,43.89574716356494,11.4,12.386968959354018,8.51952380952381,2.0929559866143297,5.187619047619047,1.1469913023292928,79.0047619047619,15.385625635328456,61.7,97.49168169644014,74.32857142857144,4.247486651791014,25.609523809523807,23.20773372740011,m,0.3333333333333333,0.48304589153964794
INST_12,21,49.285714285714285,11.163076892787478,40.9,5.299150875376167,66.28999999999999,23.936338813391522,29.97142857142857,12.142740335572643,19.53333333333333,43.80091703758419,7.835714285714286,2.407979591750253,4.942,1.5252112882103286,80.37142857142857,17.297171527655696,32.233333333333334,21.548719992921466,72.74761904761905,6.02541442953255,22.33809523809524,14.520037058853402,m,0.19047619047619047,0.4023739080814782
INST_13,21,49.19047619047619,9.6882353791547,42.73809523809524,6.814945061442255,70.81904761904762,17.686990107070763,36.87142857142857,35.72955559277421,7.480952380952381,4.107872812979857,8.319047619047618,2.1079727340786567,5.3555,1.0669853005449266,84.42857142857143,13.052093428149481,33.63809523809524,43.78364393458448,71.32380952380952,7.0102000514896,25.780952380952378,11.459215463879675,m,0.047619047619047616,0.21821789023599236
INST_14,21,47.285714285714285,11.709580936749433,41.56666666666666,4.523309997483408,71.3,21.45206283787179,26.87142857142857,13.860813210527832,13.423809523809522,24.681327046208533,8.10190476190476,2.389051315998924,4.9852380952380955,1.1691647405204244,80.34761904761905,13.608733190404575,28.20952380952381,19.61279951363152,71.18095238095238,5.605231400006525,23.84285714285714,12.125286447279148,m,0.047619047619047616,0.21821789023599236
INST_15,21,47.19047619047619,11.075283507066752,40.957142857142856,6.673797376949004,67.03157894736842,22.93304390882241,34.87619047619047,20.9651831559351,13.595238095238095,11.944558434302884,7.859047619047619,1.9916824665641473,5.050952380952381,1.1524751830816349,83.91428571428571,23.928420042165044,47.17619047619048,71.35167765905652,72.29523809523809,5.951930459143166,33.48095238095238,23.499608912652548,m,0.19047619047619047,0.4023739080814782
INST_16,20,48.7,10.079160366033001,40.805,7.200619490893238,83.21052631578948,82.41075236437997,32.95,27.45525546469344,22.0,55.61987528137571,7.909000000000001,2.3260332169416214,5.076315789473685,0.7960472524104177,84.245,24.61314315136272,71.185,141.9127800149759,72.6842105263158,6.119301263479055,26.645,15.5047861880402,f,0.15,0.36634754853252327
INST_17,20,46.95,9.588781822635516,41.72,3.562760609119666,70.08421052631579,14.525237162259454,28.744999999999997,11.788775883954418,9.5,6.274174300885714,8.302499999999998,1.7245834737393075,5.379,1.1267648145768585,78.39500000000001,13.94517366048385,38.12,35.92411006845579,69.84,4.887298252667452,36.48421052631579,33.30547607889887,m,0.1,0.30779350562554625
INST_18,20,47.0,9.043753296293001,41.894999999999996,4.5891720386143735,59.68421052631579,20.47022941731872,49.515,70.88295225971216,16.835,22.251156681939268,7.898000000000001,2.348566416034751,4.674,1.0339825917296677,82.67999999999999,16.784159198482364,54.86,91.5893489555705,72.92999999999999,4.502876273765703,24.435,9.876994801850888,m,0.2,0.41039134083406165
INST_19,20,46.95,9.104510160528017,42.519999999999996,4.980234617174703,67.035,16.515647285624556,26.025,9.849118314800945,17.07,43.22919456984938,8.048,2.5342674639720584,5.604736842105263,1.2433796614293402,74.47,11.734658517669605,27.365,30.443273822843558,71.885,2.6049093326983463,21.28,10.269505189740412,f,0.05,0.22360679774997896
INST_2,21,46.42857142857143,9.713760490002976,42.438095238095244,3.300223657644462,60.19523809523809,20.070886283133497,35.48571428571429,36.26624168168361,7.719047619047619,5.080907305552724,8.413809523809524,1.6529412457509682,5.586,0.9881955911234321,79.13809523809525,15.274504122572239,39.13333333333333,43.07826985074184,73.43809523809524,4.326254291009275,27.657142857142855,17.2334143868408,m,0.09523809523809523,0.30079260375911915
INST_20,20,41.9,7.8800213732010445,41.015,3.742680576102754,62.025,22.581661749490912,38.12,53.865325239507236,10.245000000000001,8.73139977926009,7.9455,2.042716135572027,5.543,1.033156125156004,73.37,15.526313826940106,30.27,20.68533932904884,71.72999999999999,3.543578328246894,24.555,19.661302494735022,m,0.1,0.3077935056255462
INST_21,20,49.15,10.116557558878677,40.8,4.667919631292995,67.96000000000001,17.271985227072495,33.39,31.908469425101416,9.065000000000001,9.475190596610986,8.404,1.8251211928036595,5.572,0.8818855397743848,79.58,19.25569225477304,56.904999999999994,105.65918633935591,71.28,4.539487566721714,27.01,15.665244802965645,m,0.1,0.3077935056255462
INST_22,20,47.65,8.07383688869568,46.47,9.905081099059583,73.365,26.514351128954175,30.645,12.844227661114012,10.17,7.506635661024745,8.2415,1.802770601631074,5.515,1.3246588438656872,83.2,16.240300749094907,39.58,53.59548881251697,73.12,5.0127836578093,25.335,9.837108849978016,m,0.05,0.22360679774997896
INST_23,20,43.05,10.034021075688868,42.160000000000004,3.963836525387998,68.11052631578947,20.68275972174899,28.160000000000004,12.554194098933003,8.915000000000001,7.034073088227498,7.8745,1.9582201236407462,5.1235,0.8338577122090592,74.03,9.378424286907856,25.4,20.0076038177068,71.905,5.4675574263583435,29.005000000000003,22.965866548331885,m,0.1,0.3077935056255462
INST_24,20,46.2,7.681830922103759,41.644999999999996,4.255457795893595,68.44500000000001,22.06920872356348,24.45,5.69547373381983,8.45,6.8880904083558745,8.039,1.3037714523642552,5.786842105263158,1.0414895989856652,75.95,14.844722613564869,21.86,14.774814986819187,71.66,2.9330063613619175,22.755000000000003,13.726864747256517,f,0.0,0.0
INST_25,20,45.85,11.319638268350971,41.845,4.4964869328001065,69.53,18.449421614097737,30.27,16.73147365076716,6.7299999999999995,2.863214976211182,8.994,2.204061800642766,5.1125,0.7987481982518184,77.01,15.703231313465725,33.71,29.680170591083023,72.8,4.685363548215588,27.35,16.280776523573017,m,0.05,0.22360679774997896
INST_26,20,45.45,10.951928453112961,42.735,5.221642713895595,63.60526315789474,18.48234814579728,26.24,9.96279394336221,8.33,3.229159903784656,8.28,1.6944460358539162,5.325,0.9213462689827426,76.465,15.627852160738362,32.660000000000004,27.76243960158363,71.91,5.784088883352875,26.345,18.653360780863395,f,0.1,0.3077935056255462
INST_27,20,48.65,9.631499855873136,42.045,4.000851882971135,68.85,23.96364571156638,29.669999999999998,21.958408052737482,11.559999999999999,6.344861161435665,7.8935,1.8212207444458783,5.529999999999999,0.984304605066722,124.6,225.13881332004462,48.555,47.07340823817513,72.72999999999999,5.1713889002757005,32.79,28.6793140195434,m,0.1,0.30779350562554625
INST_28,20,46.45,12.454020699314231,39.805,6.092918667989657,66.14,17.335190858633865,39.78,40.20085885440234,21.375,43.33174204230719,7.639,2.732896862883394,5.279999999999999,1.1665513727492491,78.16,14.0543081988182,30.52,30.960715346012954,72.72,3.9528271028800557,22.405,12.239215446132244,m,0.15,0.36634754853252327
INST_29,20,53.7,11.801427210745583,42.47,6.834979690417598,62.54736842105264,14.881284607820236,40.25,37.990241129172,9.595,4.943414013135371,7.983,2.9566180893574656,5.197,1.0561753243611942,77.33500000000001,13.372803311985583,49.89,88.73700883420685,72.80499999999999,8.281143767938289,29.47,25.54488516111859,m,0.15,0.36634754853252327
INST_3,21,49.714285714285715,11.323174718880113,40.73809523809524,5.627297414432277,70.33809523809524,15.711539586892059,34.31904761904762,21.49112884535429,16.280952380952378,25.19979402788084,7.82,2.5973909986754014,5.9245,1.3015556481622896,79.21904761904761,15.448774030570162,31.295238095238098,17.174093169378004,73.81904761904762,4.718963768415588,23.20952380952381,11.549584614257983,m,0.14285714285714285,0.35856858280031806
INST_30,20,47.75,12.190915513308733,41.785000000000004,5.554066788825718,66.435,21.937837416808335,46.54,60.220606719662094,11.620000000000001,10.635669874728649,8.741,2.3942868403105364,5.6285,1.4157619298827269,76.22,24.33465365319697,44.545,37.47520548730573,71.345,7.167652115030781,29.155,15.206005565669042,m,0.2,0.41039134083406165
INST_4,21,47.76190476190476,10.596720067571674,40.24285714285715,5.070164832485373,72.81,21.3824300721287,31.02857142857143,11.512434271566674,7.480952380952381,3.3284559554873256,8.087619047619048,2.151436507921869,5.108095238095238,0.9615904484114798,100.14285714285714,97.42858190196841,33.66190476190476,29.26900196778968,69.76666666666667,6.238135405177844,33.2,22.764314178116592,m,0.09523809523809523,0.30079260375911915
INST_5,21,47.666666666666664,9.541138995598654,40.88095238095238,6.3061572330238524,66.66190476190476,16.187386329808653,32.80952380952381,18.339326725970743,10.114285714285714,6.6535167929663865,8.878095238095238,2.4957957028723707,5.806190476190476,1.3737011181129473,78.66666666666667,14.399074044303449,32.49523809523809,18.532497840023513,70.45714285714286,6.326181425518194,30.06190476190476,20.322388545406668,m,0.047619047619047616,0.21821789023599236
INST_6,21,46.857142857142854,9.966372029408266,40.2,4.836941182193557,68.82222222222222,18.48314193928382,31.771428571428572,23.68149367875985,9.30952380952381,4.560800890403435,8.197619047619048,1.9244191455135358,5.689,0.9174673377235146,77.57142857142857,14.56561508681123,39.7,38.417313805106154,72.29047619047618,5.13418978631534,31.923809523809524,23.496997781884918,m,0.14285714285714285,0.35856858280031806
INST_7,21,48.61904761904762,9.080067127924718,38.93809523809524,8.05192375712017,80.82857142857144,33.47435052181211,35.519047619047626,28.304763186566657,6.6,3.6515750026529648,8.59142857142857,2.8645371104495854,5.2942857142857145,1.3084096125776954,96.1952380952381,91.35678670022537,41.34761904761905,39.493538953196115,70.86190476190475,7.095172738593203,26.390476190476193,20.110616717592347,m,0.14285714285714285,0.35856858280031806
INST_8,21,46.95238095238095,8.680300631177413,42.22380952380952,8.056916579058313,70.08095238095238,35.78866606968775,31.94285714285714,27.24645979624823,9.114285714285714,9.358914772252481,8.858095238095238,2.256689209987984,5.622857142857143,0.7348955222148444,81.28571428571429,16.965090206488313,42.304761904761904,61.51152311714022,70.82380952380952,5.198644511976635,39.38095238095238,66.23487464355632,m,0.0,0.0
INST_9,21,48.523809523809526,10.462404348996683,41.485,6.928148153879595,65.85499999999999,24.313034732314613,58.08095238095238,73.48700306208998,9.157142857142857,7.929537907631909,7.965714285714286,3.030542148574363,5.221,1.4654006098567114,70.24761904761905,19.841008518914034,45.75238095238095,32.88182809771408,70.94761904761906,4.990152206858931,33.6,41.62540089897033,m,0.23809523809523808,0.43643578047198484
