institution_id,n_patients,mcv_mean,mcv_std,alkphos_mean,alkphos_std,sgpt_mean,sgpt_std,sgot_mean,sgot_std,gammagt_mean,gammagt_std,drinks_mean,drinks_std,target_rate,target_std
INST_1,12,89.5,5.054251135970054,77.75,22.242976419535225,30.25,17.242257814609275,25.25,10.703652732510609,40.833333333333336,36.36890113403167,2.6666666666666665,2.657180095628834,1.75,0.45226701686664544
INST_10,12,89.5,3.2333489534143185,73.58333333333333,24.1678160646206,30.833333333333332,14.677337715820347,24.583333333333332,5.869154087001781,48.416666666666664,32.70656963011708,2.25,2.147937700129211,1.75,0.4522670168666454
INST_11,12,91.08333333333333,4.48144321991625,70.66666666666667,20.11482191335684,26.5,16.373481886602775,21.666666666666668,9.138662457665866,48.0,38.92183308772971,4.625,2.307349916324708,1.4166666666666667,0.5149286505444373
INST_12,12,89.16666666666667,4.195957650651471,81.25,26.564244595114896,34.25,24.838112210508633,25.333333333333332,11.987367087770764,49.0,52.865180154117255,5.625,3.8026605518672416,1.5,0.5222329678670935
INST_13,12,89.83333333333333,3.6390141855211615,60.666666666666664,11.547005383792516,29.666666666666668,19.951456239097087,23.5,10.54427893133609,27.916666666666668,15.802521854745114,2.875,1.9202864369671522,1.5833333333333333,0.5149286505444373
INST_14,12,87.75,3.9800639556304986,65.0,18.46372364689991,30.416666666666668,18.406808687564663,24.833333333333332,8.901821400276702,27.5,20.77804785650646,2.7083333333333335,3.06340818321191,1.6666666666666667,0.4923659639173309
INST_15,12,90.0,3.668043818514912,67.16666666666667,23.26852471525091,26.333333333333332,15.065513498374258,24.0,10.971036248396791,30.25,19.25014757912733,4.0,5.518563713009523,1.5833333333333333,0.5149286505444373
INST_16,11,90.45454545454545,3.8304996113728067,65.0,11.126544836560901,34.81818181818182,38.25393622052032,28.636363636363637,16.37847811777839,56.27272727272727,70.332198755749,2.227272727272727,2.7052138211575474,1.8181818181818181,0.40451991747794525
INST_17,11,91.0,4.242640687119285,74.0,16.982343772283023,37.45454545454545,26.21970112859274,27.181818181818183,7.400245696166875,34.63636363636363,39.651665103177514,2.8181818181818183,3.4152066355692687,1.4545454545454546,0.5222329678670935
INST_18,11,89.72727272727273,6.230423887520159,67.27272727272727,17.630036353285885,25.545454545454547,6.933449882470289,22.454545454545453,8.454154438660751,36.90909090909091,23.9518456301578,4.5,3.3466401061363023,1.5454545454545454,0.5222329678670935
INST_19,11,89.63636363636364,3.640679257301507,61.63636363636363,10.84686800207993,30.272727272727273,16.864702245168214,24.272727272727273,9.023202414784997,49.63636363636363,56.64322153139372,3.3636363636363638,3.708712101868444,1.8181818181818181,0.40451991747794525
INST_2,12,88.41666666666667,3.9186809778368787,67.41666666666667,12.65240425110316,31.083333333333332,15.63479995704997,26.083333333333332,8.45800678575507,49.416666666666664,39.85532548727924,3.9166666666666665,4.4712888793304595,1.5833333333333333,0.5149286505444373
INST_20,11,88.63636363636364,4.365151252195672,61.18181818181818,22.292681228682124,27.272727272727273,13.964891042116363,22.272727272727273,10.649797266529623,23.09090909090909,13.670804990596169,3.1363636363636362,3.0503353019865624,1.4545454545454546,0.5222329678670935
INST_21,11,90.36363636363636,4.674884539167299,70.18181818181819,25.662494741619266,41.09090909090909,38.89589835819336,28.545454545454547,18.315914590124276,43.27272727272727,38.38252443258757,3.1363636363636362,3.457534591952111,1.5454545454545454,0.5222329678670935
INST_22,11,90.63636363636364,4.884111531747145,72.0909090909091,11.466948551855854,36.36363636363637,21.49545406486091,25.181818181818183,9.505978979759863,53.45454545454545,57.86253301811741,4.636363636363637,6.88146390345437,1.5454545454545454,0.5222329678670935
INST_23,11,90.36363636363636,4.388000165741275,79.18181818181819,13.731847521860864,23.09090909090909,8.54932214218818,28.818181818181817,18.57319671902595,48.09090909090909,68.93831234582777,3.227272727272727,2.5334130768948473,1.5454545454545454,0.5222329678670935
INST_24,11,91.0,3.3466401061363014,71.81818181818181,14.316551133692656,31.636363636363637,17.670725662930355,25.727272727272727,7.457759839132783,29.272727272727273,20.209358768109933,4.818181818181818,3.2807981290588972,1.4545454545454546,0.5222329678670935
INST_25,11,88.0,8.752142594816425,61.63636363636363,13.544539322344834,24.818181818181817,16.785816523590277,22.363636363636363,3.931226965534482,19.454545454545453,9.553676113032473,3.090909090909091,3.0969192903446956,1.8181818181818181,0.40451991747794525
INST_26,11,90.36363636363636,2.838053109888086,78.9090909090909,26.330417943718807,35.81818181818182,25.72865399440158,27.09090909090909,11.886585257798352,51.72727272727273,52.10583635081757,3.0,2.345207879911715,1.4545454545454546,0.5222329678670935
INST_27,11,91.27272727272727,4.0765404227336965,77.9090909090909,24.590463783566776,23.818181818181817,7.507571935295482,21.90909090909091,4.253340932832576,31.363636363636363,18.337244761810467,2.8636363636363638,3.0338993810845896,1.5454545454545454,0.5222329678670935
INST_28,11,91.18181818181819,3.6281725928677067,61.18181818181818,14.545227270951674,24.272727272727273,8.186463327846882,22.363636363636363,11.474081464524534,17.09090909090909,6.579582744438214,2.727272727272727,2.3061183443574222,1.5454545454545454,0.5222329678670935
INST_29,11,91.18181818181819,4.7711252722640145,63.54545454545455,12.094326243025165,41.72727272727273,42.240006887051784,30.09090909090909,14.693226639881013,33.27272727272727,23.75748685821339,3.6818181818181817,3.607441803222384,1.5454545454545454,0.5222329678670935
INST_3,12,90.83333333333333,2.7579087378048994,76.5,19.407121467037904,26.0,8.453079051715148,21.25,5.1895874770368975,24.25,13.96179852962426,3.125,2.970498886780407,1.5833333333333333,0.5149286505444373
INST_30,11,91.45454545454545,4.803407881153471,69.81818181818181,18.14286736884874,24.363636363636363,9.405027668994146,22.0,5.253570214625479,32.72727272727273,26.721118648330986,3.3636363636363638,2.4401937329944636,1.7272727272727273,0.4670993664969137
INST_4,12,91.33333333333333,3.8690692640087154,75.0,19.739208789522532,26.333333333333332,14.40538619805632,25.916666666666668,8.897990920665316,37.0,28.530685235374214,3.875,2.550623809616349,1.75,0.4522670168666454
INST_5,12,88.66666666666667,5.104958967573203,77.83333333333333,12.305455799125948,34.833333333333336,13.217298123934775,27.916666666666668,14.074208089030565,51.083333333333336,53.58503578991117,3.3333333333333335,3.4859023439441263,1.4166666666666667,0.5149286505444373
INST_6,12,89.75,4.45431353756211,68.75,17.62810256380419,36.916666666666664,15.453498181984754,23.083333333333332,5.63202423376329,43.833333333333336,31.434877368164095,3.7083333333333335,3.285355476361821,1.5,0.5222329678670935
INST_7,12,90.75,5.528849954392126,71.66666666666667,13.620394690138443,26.166666666666668,13.940349110884322,24.166666666666668,5.7656243584215785,34.083333333333336,29.308572538464308,4.208333333333333,4.212850111338648,1.5833333333333333,0.5149286505444373
INST_8,12,93.16666666666667,4.951277765905634,64.83333333333333,13.677010128701596,35.333333333333336,16.713268182295565,24.25,6.001893640571055,52.0,79.8760403261317,2.625,2.336712920477668,1.5833333333333333,0.5149286505444373
INST_9,12,90.0,3.5161962919661294,61.583333333333336,8.458006785755067,25.416666666666668,5.94609624931018,19.333333333333332,3.8455011101128007,23.5,12.767145334803704,3.4166666666666665,3.139436351649864,1.3333333333333333,0.4923659639173309
