institution_id,n_patients,pregnancies_mean,pregnancies_std,glucose_mean,glucose_std,blood_pressure_mean,blood_pressure_std,skin_thickness_mean,skin_thickness_std,insulin_mean,insulin_std,bmi_mean,bmi_std,diabetes_pedigree_mean,diabetes_pedigree_std,age_mean,age_std,target_rate,target_std
INST_1,26,3.5,3.0757112998459397,126.11538461538461,26.601243464284792,69.76923076923077,18.472266113950802,21.03846153846154,19.344210026218736,71.46153846153847,128.29504457124781,35.38846153846154,7.677672924686329,0.6156923076923076,0.5518679384947648,31.46153846153846,10.647932265865592,0.46153846153846156,0.5083911274417939
INST_10,26,3.8846153846153846,2.7470263642990114,126.1923076923077,33.7354641062123,65.15384615384616,20.646921916241766,17.807692307692307,13.740507212673716,64.3076923076923,104.67655677591587,28.63076923076923,8.797580086854305,0.5156153846153846,0.4135664470841974,32.11538461538461,12.866474025394595,0.2692307692307692,0.45234432086120485
INST_11,26,3.3461538461538463,2.755972535310288,120.61538461538461,30.49206706417513,70.53846153846153,14.408971564218646,25.03846153846154,15.211786927855043,80.8076923076923,102.22094471516851,31.207692307692305,9.24774234402854,0.46007692307692305,0.28539627510910837,29.884615384615383,9.074478158338025,0.3076923076923077,0.4706787243316417
INST_12,26,4.384615384615385,4.020715588816727,120.57692307692308,34.54987476321507,70.0,13.56171080653175,24.923076923076923,14.427537771700552,101.11538461538461,124.60893288141968,31.699999999999996,8.325911361526737,0.47811538461538466,0.34378997389953964,32.26923076923077,9.812472439941699,0.4230769230769231,0.5038314736557788
INST_13,26,3.3461538461538463,3.1615478195631668,124.76923076923077,29.612575291328778,70.65384615384616,19.68744230760778,21.26923076923077,16.00389375697725,85.0,117.24401903721997,35.28076923076923,8.498000669840842,0.47965384615384615,0.33178305469781816,31.0,11.267652816802618,0.38461538461538464,0.49613893835683387
INST_14,26,2.8461538461538463,2.509060504528461,115.96153846153847,32.15895616369507,70.73076923076923,19.207410428910382,20.384615384615383,14.22695167090104,84.76923076923077,129.8584791817023,32.70384615384615,6.781001741290487,0.3688461538461538,0.18877620449785343,30.807692307692307,9.850966371962626,0.23076923076923078,0.4296689244236597
INST_15,26,3.0384615384615383,2.306178990985205,116.92307692307692,27.323137560570274,66.34615384615384,16.552805943868986,23.53846153846154,14.173865440960753,87.26923076923077,103.18819998131868,30.41923076923077,8.461395593199468,0.5,0.2581774583498722,31.192307692307693,13.44327112207213,0.2692307692307692,0.4523443208612048
INST_16,26,4.3076923076923075,3.5073549095491403,126.26923076923077,34.04885630068381,68.38461538461539,16.68550729963443,18.03846153846154,16.78685383085412,80.92307692307692,139.18187326715304,32.669230769230765,6.208430992176317,0.3814230769230769,0.23723746299046836,34.11538461538461,12.38814569845519,0.38461538461538464,0.49613893835683387
INST_17,26,4.038461538461538,4.209330295719443,112.8076923076923,30.33812021964345,63.65384615384615,20.801812051246515,14.26923076923077,14.284418622562676,61.23076923076923,79.80240983444432,30.034615384615385,8.707649157272808,0.5191538461538461,0.3289241483756025,30.692307692307693,8.21106195699061,0.23076923076923078,0.4296689244236597
INST_18,26,4.038461538461538,3.6821816275764476,129.76923076923077,28.142931890345317,71.07692307692308,11.270929249793303,20.384615384615383,14.8326044188522,91.8076923076923,96.68878703583749,32.92307692307692,5.768279306157612,0.41242307692307695,0.3110309531962275,30.03846153846154,9.070747573296346,0.5,0.5099019513592785
INST_19,25,3.84,4.089417236396078,106.92,39.62839890785395,67.84,12.205463257629075,17.8,16.650825805346713,67.24,80.72395348759045,31.38,6.33041599475632,0.48216000000000003,0.3625328352944967,34.12,13.270644294833616,0.32,0.4760952285695233
INST_2,26,4.423076923076923,3.72207551694564,116.23076923076923,26.992306596225067,70.07692307692308,18.990361927931918,20.692307692307693,16.94171002176399,59.19230769230769,79.68940668910479,32.34615384615385,9.879280571751398,0.4128076923076923,0.23264548467241214,33.30769230769231,12.135136524223304,0.46153846153846156,0.508391127441794
INST_20,25,3.36,2.8850187752133145,122.4,31.913946794465897,72.32,13.499135774806726,21.12,15.912049941265687,112.92,196.11708237682916,32.228,7.905774261049114,0.51784,0.5177056499595113,35.24,14.116420698368739,0.24,0.4358898943540673
INST_21,25,3.88,3.2572994949804666,123.44,30.891045088612113,68.48,23.409613409879285,16.16,13.704257246077464,91.6,123.15234467926301,31.972,9.790451130225476,0.48424,0.2538169090768646,34.76,13.712160053519407,0.32,0.47609522856952335
INST_22,25,2.88,2.6507860469428053,123.76,30.475782735367652,72.52,8.342261883526154,25.84,19.869742491201713,88.52,116.91347227757801,31.016,5.933779009478978,0.4296,0.2675529542601489,36.52,14.186613408421334,0.32,0.4760952285695233
INST_23,25,3.4,3.329164059239696,123.88,32.06545389252012,72.32,22.588197508138332,24.4,15.124483462254174,120.04,186.5615358713223,33.775999999999996,8.81439542264055,0.45104,0.2842794223998634,32.36,10.87382177525455,0.36,0.4898979485566356
INST_24,25,3.8,3.6514837167011076,122.56,21.85955168799214,74.48,13.568099842399942,20.16,14.704534448031103,75.96,107.49165859110494,30.631999999999998,5.028727473228193,0.5258799999999999,0.43401894351898196,33.96,13.414792829807944,0.32,0.47609522856952335
INST_25,25,2.28,2.4413111231467406,111.28,36.62822227008386,62.32,31.946204782415077,22.24,16.736387503480753,85.12,111.60321082597339,29.848,9.14740946935251,0.62,0.4475817429997192,30.16,11.531406390086739,0.24,0.4358898943540674
INST_26,25,4.44,3.7089980677625958,122.24,36.0037960961526,64.32,24.904350356246326,22.56,16.375998697280522,71.2,94.96315074806648,33.748000000000005,7.565828881667009,0.42852,0.29340218699480297,32.76,11.48651383144599,0.44,0.5066228051190221
INST_27,25,3.28,2.6223399220289245,118.56,33.575884202802456,67.88,24.846730167166868,19.4,15.165750888103103,71.0,115.82853707096538,32.236,6.199790319034992,0.4286,0.3088949389895104,34.6,13.272779161376365,0.4,0.5
INST_28,25,4.04,2.922327839240492,108.12,34.3709179394441,73.68,14.076339486291644,18.44,16.345437691702642,52.32,82.99584326940717,33.6,8.908189116387982,0.41028,0.20639010796708898,33.12,9.765244492586962,0.28,0.45825756949558394
INST_29,25,4.04,3.4938040395343672,122.56,35.68856025862256,69.8,28.45171348091359,22.12,17.027722494019375,78.92,124.58528538047072,33.156,6.766712643521964,0.6251599999999999,0.3859887390412661,34.24,10.963119993870357,0.4,0.5
INST_3,26,4.8076923076923075,3.709654763119941,123.38461538461539,27.031946911869923,68.3076923076923,17.11787190224119,19.807692307692307,15.954984752783014,89.53846153846153,136.93830166004855,31.623076923076926,5.941401026176078,0.40657692307692306,0.18963779645986675,34.34615384615385,10.240868352604899,0.5,0.5099019513592785
INST_30,25,4.52,3.8310137909783966,112.08,37.1,66.52,23.517936417409867,14.36,16.02050769066532,36.52,56.101188341543484,28.864,11.176906250538801,0.35284,0.23614096778548754,31.24,9.052071586106685,0.24,0.4358898943540674
INST_4,26,4.115384615384615,3.1154700842976886,117.11538461538461,26.86905569323481,66.6923076923077,21.893869883178226,18.0,14.463747785411634,64.1923076923077,71.882136435011,31.5,5.748251908189133,0.4765,0.34348010131592777,34.38461538461539,11.089010498964905,0.4230769230769231,0.503831473655779
INST_5,26,4.923076923076923,3.867020319812938,131.84615384615384,26.619830664663976,75.53846153846153,13.98350676827746,21.576923076923077,19.022456364882167,97.03846153846153,142.04604345612188,32.76153846153846,6.533120352363145,0.5196538461538461,0.308586317558986,36.69230769230769,13.84996528737666,0.4230769230769231,0.5038314736557788
INST_6,26,4.884615384615385,4.311166181690732,120.76923076923077,37.73095036418531,69.3076923076923,17.608564349813943,28.846153846153847,14.734157071763034,102.26923076923077,123.62186139750773,33.18846153846154,6.632485321390583,0.40326923076923077,0.1921425632580783,36.23076923076923,14.077805773081806,0.4230769230769231,0.503831473655779
INST_7,26,5.038461538461538,3.376160769048408,126.8076923076923,34.19358914272584,69.57692307692308,23.19340091823202,18.96153846153846,17.014066578524417,68.23076923076923,90.14313404461049,30.66923076923077,9.033483015128514,0.5149615384615385,0.3436679188716027,37.65384615384615,13.202855169067963,0.2692307692307692,0.45234432086120485
INST_8,26,3.0,2.7712812921102032,122.5,35.996944314760945,68.76923076923077,17.48212273680217,19.53846153846154,15.102928905959319,64.03846153846153,94.6355031768652,33.25,7.611320516178516,0.4878846153846154,0.3488671181894994,32.19230769230769,9.649950179225716,0.34615384615384615,0.485164524037584
INST_9,26,3.576923076923077,3.8070784275932845,129.1153846153846,30.224926035412462,66.23076923076923,21.236398361883673,17.307692307692307,15.601972261914149,89.1923076923077,109.88467381059806,30.96923076923077,8.46459776862524,0.45107692307692304,0.3462775676334721,35.92307692307692,13.251182820935123,0.2692307692307692,0.45234432086120485
